text,label,category,language,source_dataset
LAST DAY Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry ! TnC,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
+916232014309.vcf (file attached),SAFE,SAFE,English,Scam/Spam India Dataset
"I didnt sent to you, for those who got mail they can reply",SAFE,SAFE,English,Scam/Spam India Dataset
Nice,SAFE,SAFE,English,Scam/Spam India Dataset
"Biggest Diwali Offers@ VISHAL Vegetable Chopper(Mrp599) 70% OFF-Rs179 ONLY TODAY + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC",SCAM,REFUND_SCAM,English,Scam/Spam India Dataset
"Tracking the overnight US market, on Fridaymorning, Asian markets were trading higher. JapanÃ¢ÂÂs Nikkei 225 jumped 3% to 37,824.34. The Korean index Kospi was up 1.77% at 2,691. However, the Asia Dow was trading 1.88% higher at 3,510.17. The benchmark Chinese index Shanghai Composite fell 0.08% to 2,874.92.",SAFE,SAFE,English,Scam/Spam India Dataset
"Dear Customer, Triple OFFER: Apply for Flipkart Axis Bank Credit Card. Get 5% Cashback + Rs.1000* Gift Card+ Times Prime Benefits. http://fkrt.it/QSn22ANNNN",SCAM,REFUND_SCAM,English,Scam/Spam India Dataset
They tried to reach our did but didnt get any answer from our team,SAFE,SAFE,English,Scam/Spam India Dataset
"Women's Day Special at SMART POINT store,B1G1 Mirabelle Facial Mask,B1G1 Spinz Deo 150ml,Save Rs 30 Lakme/Maybelline Kajal 0.35g,Click bit.ly/390OBbn T&C",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Add my assistant Rama's WhatsApp, and she will notify you of the stock name and buying and selling points on time at 2",SAFE,SAFE,English,Scam/Spam India Dataset
"Rupee appreciation is driven by various factors, with oil prices and global economic conditions being significant influences. Market adjustments often bring opportunities, such as undervalued stocks becoming ideal for entry. By carefully analyzing market dynamics, we can identify these opportunities and achieve investment growth",SAFE,SAFE,English,Scam/Spam India Dataset
""" Good afternoon, investors. The market has closed, and here's a brief summary""",SAFE,SAFE,English,Scam/Spam India Dataset
"Kerala Holidays Made Easy!Click to chat with Kerala Tourism WhatsApp guide, Maya.Your personalized journey awaits-click, chat, explore.https://bit.ly/expkerala",SCAM,PHISHING,English,Scam/Spam India Dataset
"Tickets Booked! Download your M-ticket from https://bmsurl.co/ls9UEXZKXB and show it at the venue entrance to scan and enter. Here is your Booking ID - WHSTD4K for One (U) on Fri, 26 Mar, 2021 09:50pm, at PVR: Vega City, Bannerghatta Road(AUDI 08), Seats: CLASSIC. - F5, F6, F7 Please note that you don't require physical tickets to enter the venue. Don't go hungry! Click here to pre-book your meal: https://bmsurl.co/UgWm90u7Za This transaction can be cancelled up to 20 min(s) before the show as per cinema cancellation policy. In view of the Covid-19 situation, please follow these safety guidelines: bmsurl.co/TLUlJ3uunN",SCAM,PHISHING,English,Scam/Spam India Dataset
The US futures market is also showing mixed performance,SAFE,SAFE,English,Scam/Spam India Dataset
Will chk now,SAFE,SAFE,English,Scam/Spam India Dataset
You deserve superfast unlimited 5G! Upgrade to a 5G handset & be eligible on recharging with Rs. 239 or above. Click i.airtel.in/5GAWUL,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"The S&P 500 Index rose by 0.38% to 5,455.21 points. The Nasdaq Technology Index increased by 0.03% to 17,192.60 points. The Dow Jones Industrial Average climbed by 0.61% to 40,008.39 points. Other major stocks had mixed performances",SAFE,SAFE,English,Scam/Spam India Dataset
OkÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
The stock market will be closed tomorrow. I hope the stock market will perform well on Friday.,SAFE,SAFE,English,Scam/Spam India Dataset
"Hello! We are now on Whatsapp! For balance, best Offers, recharges, services & more, simply click wa.me/919654297000?text=balance",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
This how our kt sessions should be then I received this today fwding as received,SAFE,SAFE,English,Scam/Spam India Dataset
"Hi, apply now to avail a Home Loan offer starting at just 6.75%! Hassle-free process. Offer expires soon. Hurry! TnC apply bnkbzr.co/ODFroNwq3J",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
PAYTM has risen by 5%Ã°ÂÂÂÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
And try to dibble tap on tht light,SAFE,SAFE,English,Scam/Spam India Dataset
"Verify the credentials of unknown callers, investment portals offering high returns and requests for urgent help for money received through Social Media. -RBI",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
LIVE: Vedix Weekend Sale! Shop hair and skin care items @ FLAT Rs. 299 LIMITED PERIOD OFFER! Shop Now - https://vedix.in/3l33poYZ2-L8GwAhv,SCAM,PHISHING,English,Scam/Spam India Dataset
Hi team anyone facing outlook issues ?,SAFE,SAFE,English,Scam/Spam India Dataset
What Fibonacci retracement levels should I use?,SAFE,SAFE,English,Scam/Spam India Dataset
Okay Jerold,SAFE,SAFE,English,Scam/Spam India Dataset
Please avoid these last min surprises,SAFE,SAFE,English,Scam/Spam India Dataset
Hi team I'll be joining late by half an hour.,SAFE,SAFE,English,Scam/Spam India Dataset
Want one more prepaid SIM? Don't miss out on unlimited 5G data and complimentary 1 month subscription of 17+ OTTs with your new SIM activation! Get home delivery at NO EXTRA COST. Click here i.airtel.in/prepaid50,SCAM,PHISHING,English,Scam/Spam India Dataset
"Yayy! We've activated FREE CLASSIC membership of Vi Movies & TV with your Vi recharge. SunNxt, ZEE5, Voot series, movies & more unlocked! Click bit.ly/Vi-mv34",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Bigg Boss chaahte hain! Recharge with Vi Unlimited249 or more Daily Data pack to watch BIGG BOSS OTT on Vi Movies&TV App at NO EXTRA COST! Click bit.ly/ViTVBB,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"FREE DATA ALERT! Avail 2GB FREE data on your next Airtel Recharge on Airtel Thanks App. Download today, T&C i.airtel.in/free_2GBdata",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Or chennai ?,SAFE,SAFE,English,Scam/Spam India Dataset
Your Airtel SIM is 5G ready. Check now if your Smartphone is 5G enabled. Click i.airtel.in/e/airtel5G,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Thank you I'll buy in now,SAFE,SAFE,English,Scam/Spam India Dataset
"Not locked kk, says blocked",SAFE,SAFE,English,Scam/Spam India Dataset
There are many knowledge points that need to be learned slowly,SAFE,SAFE,English,Scam/Spam India Dataset
Your wish is difficult to achieve,SAFE,SAFE,English,Scam/Spam India Dataset
"Hello! We are now on Whatsapp! For Best Offers, recharges, services & more, simply click wa.me/919654297000?text=balance",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Then itÂs not blocked as far as I understand,SAFE,SAFE,English,Scam/Spam India Dataset
Happy New Year to all,SAFE,SAFE,English,Scam/Spam India Dataset
Want Unlimited high speed data? Join Vi Postpaid on Entertainment plus 699 plan to enjoy unlimited high speed data & calls with 1 year subscription of Amazon prime and Diney+ Hotstar VIP. To know more walk-in to nearest Vi store or give us a call to 97451 97450. You can also order online click http://bit.ly/3amKf1E,SCAM,PHISHING,English,Scam/Spam India Dataset
"1 year FREE subscription of Amazon Prime & Disney+Hotstar + FREE 30 days of DTH. Switch to Airtel Black now, call 8826655555 or click i.airtel.in/blackPreDTH",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Hi Team, I'll join by 30 mins late..",SAFE,SAFE,English,Scam/Spam India Dataset
Shakthi Vishnu as well,SAFE,SAFE,English,Scam/Spam India Dataset
"Just for you: get 10% OFF on 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",SCAM,PHISHING,English,Scam/Spam India Dataset
"Team, Wifi router is not working trying to fix it will be back soon",SAFE,SAFE,English,Scam/Spam India Dataset
50% ALERT: data is consumed. Get 5GB data topup at just Rs98 Ã¶ valid till your current pack. Click i.airtel.in/Get-Data,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Taking time,SAFE,SAFE,English,Scam/Spam India Dataset
""" Due to the lack of significant domestic triggers, investors are now paying more attention to the movements of the global market. Although the mid-term recovery of the US market has brought some relief, the continuous pressure on some industry heavyweight stocks has limited the strength of the recovery. In the current situation of uncertain prospects, we recommend maintaining a cautious stance and adopting hedging strategies until the next trend of the marketÃÂ becomesÃÂ clearer""",SAFE,SAFE,English,Scam/Spam India Dataset
"The current market performance is neutral, so please don't lose confidenceÃ¢ÂÂ",SAFE,SAFE,English,Scam/Spam India Dataset
"Dear Customer, R&B-Dubai's Favourite Fashion Brand now at Hennur Main Road, Opp McDonald's, Bengaluru. Get Free Duffle Bag worth 2999 on shopping for 3499. T&C.",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Hi team todayÂs team meeting is must attend for all as discussed and agreed please make sure everyone join the meeting,SAFE,SAFE,English,Scam/Spam India Dataset
I've sent it to you privately Thank you,SAFE,SAFE,English,Scam/Spam India Dataset
So you mean to say chandler tunnels should not be up ?,SAFE,SAFE,English,Scam/Spam India Dataset
Lenskart Diwali Sale is now live! Enjoy Buy 1 Get 1 Free with upto 40% Off on the trendiest styles.TnC Visit your nearest store lskt.me/u4 now!,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
No*,SAFE,SAFE,English,Scam/Spam India Dataset
"Missing out on uninterrupted music & trendiest songs? Grab Wynk Premium at just Rs49 and enjoy unlimited ad-free music, song downloads & hellotunes. Upgrade Now. Click here open.wynk.in/Inactive",SCAM,PHISHING,English,Scam/Spam India Dataset
Win KIA Sonet Car Q1.Who is the prime minister of India? A) Narendra Modi B) Rahul Reply A/B @Rs.5/Ans or Click http://bit.ly/playnwins,SCAM,PHISHING,English,Scam/Spam India Dataset
Subject line is ECL.. U CAN start fresh email with him for DAL,SAFE,SAFE,English,Scam/Spam India Dataset
Restarting laptop,SAFE,SAFE,English,Scam/Spam India Dataset
It's in Koramangala near Forum mall,SAFE,SAFE,English,Scam/Spam India Dataset
Hurry!!! Limited Period Offer!!! Shop at your nearest Reliance Smart Point & avail exciting offers on medicines at Netmeds Pharmacy Store. T&C,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
I've sold everything Thank you Mr Arvind SinghÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
"Dear Denima, Hope you enjoyed your shopping at Lifestyle! Click To View Your e-invoice knvl.me/AyV2lCmtIJ",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
@512.90 purchase 100 shares,SAFE,SAFE,English,Scam/Spam India Dataset
"Dunzo Daily follows Puneeth's advice: if it comes tomorrow, it's too late! With 50% OFF & FREE delivery, get grocery in 19 min! dunzo.onelink.me/jWqC/Home",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Hopefully the market will rise on Friday,SAFE,SAFE,English,Scam/Spam India Dataset
2. Trend Price Trading,SAFE,SAFE,English,Scam/Spam India Dataset
"Jeans !! Every pair tells a story, makes a statement or even has its unique flare. Shop at the Pantaloons Denim Mania to find a pair that tells your story or marks your style Check out the latest shoppable catalogue, click tltx.in/s3k9J or simply visit our store See you this weekend at Pantaloons!!",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Hi All,SAFE,SAFE,English,Scam/Spam India Dataset
Joining in 2 mins ty,SAFE,SAFE,English,Scam/Spam India Dataset
Irrespective of shift timing this is mandatory for everyone,SAFE,SAFE,English,Scam/Spam India Dataset
I believe the Indian stock market will take off. I will remain patient and wait for the next instruction from Mr.,SAFE,SAFE,English,Scam/Spam India Dataset
"Yayy! We've activated FREE CLASSIC membership of Vi Movies & TV with your Vi recharge. SunNxt, ZEE5, Voot series, movies & more unlocked!Click bit.ly/Vi-mv34",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Watch MasterChef Hindi S2 for free! Your 30 days of FREE Airtel Xstream Play access is NOW ACTIVE! Get 15+ OTTs - Sony Live, LionsgatePlay, Fancode & more! Limited time offer. Click Below! https://open.airtelxstream.in/WatchForFree-sms",SCAM,PHISHING,English,Scam/Spam India Dataset
The trend is still moving upward so IÃ¢ÂÂd like to continue holding and see how it develops,SAFE,SAFE,English,Scam/Spam India Dataset
"Nifty has risen to 24160, the master's prediction should be correctÃ°ÂÂÂ",SAFE,SAFE,English,Scam/Spam India Dataset
I have known the professor for a long time,SAFE,SAFE,English,Scam/Spam India Dataset
ThankÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
Yes same to me,SAFE,SAFE,English,Scam/Spam India Dataset
7 days left to save your Insider membership It was a pleasure having you as an Insider & we'd like that to continue Click to know more http://smsd.in/bl2mKc9UT,SCAM,PHISHING,English,Scam/Spam India Dataset
You have a SURPRISE OFFER waiting in your AJIO cart for the next few hours. Shop your faves before the stock runs out! HURRY https://bit.ly/3svsM0j,SCAM,PHISHING,English,Scam/Spam India Dataset
Why it is late ?,SAFE,SAFE,English,Scam/Spam India Dataset
"I am not comforting you because the stocks I recommended recently suffered a floating loss, but because I treat every member as a friendÃ°ÂÂÂ",SAFE,SAFE,English,Scam/Spam India Dataset
No data limit worries with Airtel's new data pack! Recharge with Rs.49 data pack and get unlimited data for one day. Click i.airtel.in/PP49,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
How to get it,SAFE,SAFE,English,Scam/Spam India Dataset
Good nees,SAFE,SAFE,English,Scam/Spam India Dataset
The Federal Reserve has access to even more data and they certainly know the true situation of inflation,SAFE,SAFE,English,Scam/Spam India Dataset
"The market is volatile at the moment, so the most stable investment method is",SAFE,SAFE,English,Scam/Spam India Dataset
Whatever whoever is giving kt can you ensure that you adapt this model,SAFE,SAFE,English,Scam/Spam India Dataset
Get subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of new service with Airtel Black. Click i.airtel.in/blackPreDSL,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Don't miss out on up to 1 Gbps speed & uninterrupted streaming. Switch to Airtel Xstream Fiber and get FREE router. T&C. Click u.airtel.in/unlimiteddata11,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Just wait for the upcoming announcements,SAFE,SAFE,Hinglish,Scam/Spam India Dataset
Unlimited 5G data + 22 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/getprepaid7 T&C Apply.,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Your FREE access to Wynk Premium is ACTIVE. Enjoy Ad free music with unlimited downloads & unlimited hello tunes: bit.ly/WynkPlat,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"To be honest, I donÃ¢ÂÂt even know the stocks I bought, and sometimes I even remember their names wrong.",SAFE,SAFE,English,Scam/Spam India Dataset
IÃ¢ÂÂm looking forward to your performance even more after the competition starts.,SAFE,SAFE,English,Scam/Spam India Dataset
"Welcome to Airtel! To complete your activation journey & start voice and data services, download & register on Airtel Thanks app NOW. Also avail exciting offers and rewards. If you already have Airtel Thanks app on your phone, add your new number in the App in ""Manage Account/Add New Account"" section. Download NOW: https://airtel.in/5/",SCAM,PHISHING,English,Scam/Spam India Dataset
No power in Laptop,SAFE,SAFE,English,Scam/Spam India Dataset
"For outlook, I can only open but further I can't read any mail",SAFE,SAFE,English,Scam/Spam India Dataset
Yes,SAFE,SAFE,English,Scam/Spam India Dataset
Hi team tomorrow audit team,SAFE,SAFE,English,Scam/Spam India Dataset
Joined,SAFE,SAFE,English,Scam/Spam India Dataset
Here what's happening is we can't access mail,SAFE,SAFE,English,Scam/Spam India Dataset
Thanks Imtiyaz for the update,SAFE,SAFE,Hinglish,Scam/Spam India Dataset
"Ã¢ÂÂÃ ̄Â ̧ÂThe table below shows annualized excess return following RSI momentum signals. The figures are based on the quarterly figures, i.e. excess return 66 days (3 months) after the signal was triggered.",SAFE,SAFE,English,Scam/Spam India Dataset
"Play FREE Rummy & Win Rs.2,00,000 today on Junglee Rummy! Also, Get Rs.5500 Welcome Bonus on first deposit! Download the app now: https://bit.ly/2Zz0a9Z",SCAM,PHISHING,English,Scam/Spam India Dataset
Thank you buddy,SAFE,SAFE,English,Scam/Spam India Dataset
Happy Pongal,SAFE,SAFE,English,Scam/Spam India Dataset
"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/Download_Thanks",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"I am not making excuses or bragging. The stock selection and selling trading skills we are learning now are just regular trading skills (BOLL, MACD)",SAFE,SAFE,English,Scam/Spam India Dataset
"Dear Customer, Your order will be delivered on 29 May 2021 between 12:00 pm to 04:00 pm. Please ensure the order is prepaid and keep a bag outside for a no contact & hassle free delivery. Thanks, Team bigbasket",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"This afternoon is crucial. Can Nifty rise sharply? Can the ""holiday effect"" appear? Will there be an adjustment after the holiday? All of these are related to the trend this afternoon. We must be prepared for both situations.",SAFE,SAFE,English,Scam/Spam India Dataset
Ã°ÂÂÂÃ°ÂÂÂThank you,SAFE,SAFE,English,Scam/Spam India Dataset
"I think Mr.'s approach is very sensible. When the stock market is not doing well, Mr. obviously reduces the frequency of transactions.",SAFE,SAFE,English,Scam/Spam India Dataset
Ok sirÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
I will definitely inform earlier,SAFE,SAFE,English,Scam/Spam India Dataset
Determined Ã°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
"Ok, Thanks imtiyaz for update",SAFE,SAFE,English,Scam/Spam India Dataset
50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
But no access to outlook mail server,SAFE,SAFE,English,Scam/Spam India Dataset
"Enjoy Upto 70% OFF on your favourite brands at MEGA BARGAIN DAYS only at shoppersstop.com till 30-Sept 2021 Click bit.ly/SS_mbd to shop Handbags, Footwear & Accessories + use code PVT25K & get 10% OFF on Rs.2500. Get exciting offers on shopping of Rs.5000 or more. Click bit.ly/SStcP21 for details. T&C",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Congratulations! Your smartphone deserves a 5G ready network. Order Airtel prepaid SIM online & get it delivered at home at no extra cost Click i.airtel.in/awj,SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
That's what I said ??,SAFE,SAFE,English,Scam/Spam India Dataset
OMG..The biggest offer of the season is here at MAX Fashion! EVERYTHING @FLAT 50% OFF!! Get FLAT 50% OFF on ENTIRE SALE merchandise ONLY till Sunday Rush! TnC,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Happy 2021,SAFE,SAFE,English,Scam/Spam India Dataset
??????,SAFE,SAFE,Other,Scam/Spam India Dataset
"The market rose in the afternoon, but not particularly significantly.",SAFE,SAFE,English,Scam/Spam India Dataset
Wanderlust calling! Seaside paradise or Mountain Get-aways Nature trails or Romantic rides Its time to immerse into ur dreamland Its time to WEAR YOUR HOLIDAY with Pantaloons Visit a Pantaloons store or shop online & get EaseMyTrip vouchers worth Rs3000 on shopping of Rs3000 Click tltx.in/rXHtl TC,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Don't miss out on Airtel Thanks App benefits with your existing pack/plan at no extra cost! Claim on Airtel Thanks App today i.airtel.in/app_benefits8,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Understanding MACD,SAFE,SAFE,English,Scam/Spam India Dataset
Stock market weighting refers to the degree of influence each stock has on a particular market index. Weighting usually reflects factors such as the stock's market capitalization or liquidity,SAFE,SAFE,English,Scam/Spam India Dataset
FREEDOM from monthly recharge! Vi2595 offers 1 FULL year Disney+ Hotstar VIP+1.5GB/Day+Unlimited Calls! Enjoy Weekend rollover & Night Data. bit.ly/ViHotstar1,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
""" This concludes tonight's review and analysis. Since Professor Anand Selvakesari is still attending a meeting, I will continue with the course tonight. We will be discussing the Fibonacci retracement line, a widely used trading indicator in stock market analysis. This indicator can help us identify the best buying opportunities when stock prices retrace.""",SAFE,SAFE,English,Scam/Spam India Dataset
""" Good afternoon, investors. The market has now closed, so let's do a brief summary.""",SAFE,SAFE,Hinglish,Scam/Spam India Dataset
Thanks for showing interest in Consumer Durable Finance! Click bit.ly/2KPEdMg to see more delightful offers we have in store for you. Bajaj Finance Ltd,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Yes the market rally failed today due to the allegations in the Hindenburg reportÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
Everything will be alright,SAFE,SAFE,English,Scam/Spam India Dataset
Congratulations on making a profit,SAFE,SAFE,English,Scam/Spam India Dataset
I hope the professor continues to recommend such strong stocks,SAFE,SAFE,English,Scam/Spam India Dataset
"US markets closed on a higher note on Thursday as investors were relieved by the encouraging consumer and labor data, which helped to ease down recession worries. The broader market index, the S&P 500, closed 1.61% higher at 5,543.22. Similarly, the tech-heavy Nasdaq Composite advanced 2.34% to settle at 17,594.50. The Dow Jones Industrial Average added 554 points, or 1.39%, to end at 40,563.06.",SAFE,SAFE,English,Scam/Spam India Dataset
Hello Your Unlimited pack MRP is expiring on2021-02-19 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4,SCAM,PHISHING,English,Scam/Spam India Dataset
Top trending callertunes for your callers. Just download Vi Callertune APP and set your callertune. Click bit.ly/APP-CT,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Could be some problem with o365,SAFE,SAFE,English,Scam/Spam India Dataset
"Recent market conditions have been unstable, leading to a reduction in our previous profits. Don't be discouraged; Professor Sohan Sharma will also adjust the strategies accordingly. Although the market will be closed tomorrow, the MACD technical indicator sharing I mentioned earlier will proceed as scheduled. Please stay tuned, and let's not miss it tomorrow night.",SAFE,SAFE,English,Scam/Spam India Dataset
It's good and I am able to work since 15mins,SAFE,SAFE,English,Scam/Spam India Dataset
Bigg Boss chaahte hain! Recharge with Vi Unlimited249 or more Daily Data pack to watch BIGG BOSS on Vi Movies&TV App at NO EXTRA COST! Click bit.ly/ViTVBB,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Indeed, understanding the characteristics and risks of various investment products is very important, but not all products need to be participated in",SAFE,SAFE,English,Scam/Spam India Dataset
Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Cheer_for_India,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
But today us cpi will also affect chances are their the market may affect by it,SAFE,SAFE,English,Scam/Spam India Dataset
For the aspirants in our team,SAFE,SAFE,Hinglish,Scam/Spam India Dataset
Outlook for August 16,SAFE,SAFE,English,Scam/Spam India Dataset
Please acknowledge my message as well,SAFE,SAFE,English,Scam/Spam India Dataset
24000 ce and 24000 pe both are will be 0 today expiry contract in nifty because i think nifty close around 24000 level,SAFE,SAFE,English,Scam/Spam India Dataset
Which three?,SAFE,SAFE,English,Scam/Spam India Dataset
You said above stmt and after that no action from you,SAFE,SAFE,English,Scam/Spam India Dataset
GRAPHITE is up 4% and I've already sold Thank you Professor,SAFE,SAFE,English,Scam/Spam India Dataset
In Light of Covid-19 we request you to avoid travel and recommend to use My Vodafone App. Click bit.ly/ViRchg14 to manage your mobile Account,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Enjoy Truly unlimited Local, STD & Roaming calls on any network, daily 1GB & 100 SMS. Pack Valid for 24 daysAlso get 30 days of free trial of Amazon Prime Video Mobile Edition with your recharge, T&C apply. Claim now u.airtel.in/PVME",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
""" That's all for tonight. The market will open tomorrow, and it is fair to everyone. What we need to do is stay patient, be well prepared, and seize opportunities. We will buy CAPACITE on Wednesday, and I will keep a close eye on it tomorrow. If there is any update, I will notify everyone.""",SAFE,SAFE,Hinglish,Scam/Spam India Dataset
Hello Your Unlimited pack MRP is expiring on2021-10-29 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4,SCAM,PHISHING,English,Scam/Spam India Dataset
Soumya are you using laptop or desktop?,SAFE,SAFE,English,Scam/Spam India Dataset
Koi Hindi bolane wala hai bhai,SAFE,SAFE,Hinglish,Scam/Spam India Dataset
You got locked out ?,SAFE,SAFE,English,Scam/Spam India Dataset
The trading volume is likely to increase towards the end of the session,SAFE,SAFE,English,Scam/Spam India Dataset
Best part of this book is every topic got exercise at the end which you can try on packet tracer,SAFE,SAFE,English,Scam/Spam India Dataset
Good noon,SAFE,SAFE,English,Scam/Spam India Dataset
Thank you,SAFE,SAFE,English,Scam/Spam India Dataset
Earlier it said account it blocked for pulse,SAFE,SAFE,English,Scam/Spam India Dataset
"In summary, the MACD indicator is very simple and practical, but it does have some drawbacks. Since moving averages reflect a stock's price changes over a previous period, MACD may not immediately generate signals in response to significant short-term price movements, leading to some lag. Therefore, when using the MACD indicator for signal and trading decisions, it is advisable to combine it with other indicators for a more comprehensive analysis",SAFE,SAFE,English,Scam/Spam India Dataset
"Biggest Diwali Offers@ VISHAL Mixer Grinder 2Jar(Mrp 1599) 30%OFF- Rs 1119 ONLY TODAY + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC",SCAM,REFUND_SCAM,English,Scam/Spam India Dataset
IÃ¢ÂÂll buy in now,SAFE,SAFE,English,Scam/Spam India Dataset
Good evening everyone,SAFE,SAFE,English,Scam/Spam India Dataset
Resetting the virtual badge will join soon,SAFE,SAFE,English,Scam/Spam India Dataset
"all global markets are almost our market is negative... in last two sessions, dow jones was green but our market is struggling too much...",SAFE,SAFE,English,Scam/Spam India Dataset
The latest U.S. consumer price data released on Wednesday reinforced expectations that the Federal Reserve will start cutting interest rates in September.,SAFE,SAFE,English,Scam/Spam India Dataset
"Celebrate the stories you love on Disney+ Day. Watch Jungle Cruise, Shang-Chi, Special Ops 1.5 and many more, streaming NOW on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription with Vi''s 501 / 701 / 901 recharges. For details click bit.ly/ViHotstar12",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
A downturn is also a good buying opportunity,SAFE,SAFE,English,Scam/Spam India Dataset
"Riya should be very busy. She helps Professor Sohan Sharma deal with many work matters every day, and then helps friends in the group analyze stocks. But she has no complaints and is very responsible. I think she will definitely reply to you when she is done.",SAFE,SAFE,English,Scam/Spam India Dataset
Good luck dialing this no though ??,SAFE,SAFE,English,Scam/Spam India Dataset
"Congrats 99467696XX, Your Credit Card Of Limit Rs 500000 Is Ready for Pre-approval.T&C Apply, Click here : http://1kx.in/jdrQUy",SCAM,PHISHING,English,Scam/Spam India Dataset
Tns,SAFE,SAFE,English,Scam/Spam India Dataset
Get FREE 2GB DATA on Thanks App! Enjoy FREE 2GB data when you recharge with selected Prepaid recharges. T&C. Download Thanks App now i.airtel.in/free_2GBdata,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
OTP is 513485 and is valid for 10 minutes. Aadhaar enrollment and Mandatory biometric updates are free.Pay only Rs.50 for other updation,SCAM,OTP_FRAUD,English,Scam/Spam India Dataset
Thank u,SAFE,SAFE,English,Scam/Spam India Dataset
GREAT VALUE DATA PACK! Now get 1GB data with Rs19 Airtel pack. Valid for 1 day. Recharge now i.airtel.in/OFFER4,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
I see it We should just hold onÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
NOT CLAIMED your 1-year ZEE5 Premium subscription with your Vi recharge yet? Activate NOW at ZERO COST. Click bit.ly/ViZee5Offer & enter your Vi no. T&C Apply,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
